id_int,id,location_type,net_type,parent_station,route_type,stop_code,stop_id,stop_name,unique_agency_id,wheelchair_boarding,x,y,zone_id
6476,4664507546,,walk,,,,,,,,-83.0592899,42.3277862,
6477,4664507547,,walk,,,,,,,,-83.0592079,42.3278186,
6478,4664507551,,walk,,,,,,,,-83.0627947,42.3262789,
6479,4664507552,,walk,,,,,,,,-83.0625277,42.3259472,
6480,4664507553,,walk,,,,,,,,-83.0622886,42.3256404,
6481,4664507555,,walk,,,,,,,,-83.0602686,42.3269273,
6482,4664507557,,walk,,,,,,,,-83.0628833,42.3263967,
6483,4664507558,,walk,,,,,,,,-83.0634247,42.3270926,
6484,4664507560,,walk,,,,,,,,-83.0600306,42.3287358,
6485,4664507561,,walk,,,,,,,,-83.0640573,42.3278886,
6486,4664507564,,walk,,,,,,,,-83.0636354,42.3270895,
6487,4664507566,,walk,,,,,,,,-83.063753,42.3278543,
6488,4664507573,,walk,,,,,,,,-83.0584165,42.3296188,
6489,4664507574,,walk,,,,,,,,-83.0582461,42.3294928,
6490,4664507575,,walk,,,,,,,,-83.056691,42.330166,
6491,4664507576,,walk,,,,,,,,-83.0578395,42.3316615,
6492,4664507577,,walk,,,,,,,,-83.0573401,42.3317878,
6493,4664507578,,walk,,,,,,,,-83.0572677,42.3316644,
6494,4664507579,,walk,,,,,,,,-83.0571953,42.3315408,
6495,4664507582,,walk,,,,,,,,-83.0544285,42.3347429,
6496,4664507583,,walk,,,,,,,,-83.0579527,42.336426,
6497,4664507584,,walk,,,,,,,,-83.0579083,42.3363579,
6498,4664507585,,walk,,,,,,,,-83.0578566,42.3363058,
6499,4664507586,,walk,,,,,,,,-83.0582387,42.3363233,
6500,4664507587,,walk,,,,,,,,-83.0581145,42.3363698,
6501,4664507588,,walk,,,,,,,,-83.0559039,42.3373452,
6502,4664507689,,walk,,,,,,,,-83.0553608,42.3375732,
6503,4664507690,,walk,,,,,,,,-83.0552534,42.3375481,
6504,4664507691,,walk,,,,,,,,-83.0551895,42.3376468,
6505,4664507692,,walk,,,,,,,,-83.0553388,42.3376562,
6506,4664507693,,walk,,,,,,,,-83.0495641,42.3401213,
6507,4664507694,,walk,,,,,,,,-83.0496714,42.3399437,
6508,4664507695,,walk,,,,,,,,-83.0497151,42.3399947,
6509,4664507696,,walk,,,,,,,,-83.0496926,42.3401029,
6510,4664507697,,walk,,,,,,,,-83.0475249,42.3402735,
6511,4664507698,,walk,,,,,,,,-83.0467483,42.3391014,
6512,4664507700,,walk,,,,,,,,-83.0465065,42.3371784,
6513,4664507701,,walk,,,,,,,,-83.0464758,42.3371105,
6514,4664507702,,walk,,,,,,,,-83.0464524,42.3370453,
6515,4664507704,,walk,,,,,,,,-83.0465222,42.3369601,
6516,4664507705,,walk,,,,,,,,-83.0464614,42.3369907,
6517,4664507706,,walk,,,,,,,,-83.0477198,42.3364004,
6518,4664507708,,walk,,,,,,,,-83.0465649,42.336175,
6519,4664507709,,walk,,,,,,,,-83.0477605,42.3362717,
6520,4664507712,,walk,,,,,,,,-83.0478417,42.3363059,
6521,4664507713,,walk,,,,,,,,-83.0477253,42.3363313,
6522,4664507714,,walk,,,,,,,,-83.0478096,42.3363944,
6523,4664507715,,walk,,,,,,,,-83.0495522,42.3362746,
6524,4664507716,,walk,,,,,,,,-83.0494977,42.3363429,
6525,4664507717,,walk,,,,,,,,-83.0494311,42.3364284,
6526,4664507718,,walk,,,,,,,,-83.0497591,42.3363484,
6527,4664507721,,walk,,,,,,,,-83.0426658,42.3327273,
6528,4664507722,,walk,,,,,,,,-83.0434474,42.3323893,
6529,4664507723,,walk,,,,,,,,-83.0434092,42.3323413,
6530,4664507724,,walk,,,,,,,,-83.0433726,42.3322932,
6531,4664507725,,walk,,,,,,,,-83.0424683,42.3326903,
6532,4664507726,,walk,,,,,,,,-83.0450381,42.3287684,
6533,4664507727,,walk,,,,,,,,-83.0453843,42.3292256,
6534,4664507729,,walk,,,,,,,,-83.0455071,42.3285714,
6535,4664507730,,walk,,,,,,,,-83.0458765,42.3290195,
6536,4664507731,,walk,,,,,,,,-83.0457449,42.3284541,
6537,4664507732,,walk,,,,,,,,-83.0456922,42.3283856,
6538,4664507735,,walk,,,,,,,,-83.0454167,42.3280479,
6539,4664507736,,walk,,,,,,,,-83.0453784,42.3280025,
6540,4664507737,,walk,,,,,,,,-83.0456282,42.3285117,
6541,4664507738,,walk,,,,,,,,-83.0469071,42.3279438,
6542,4664507741,,walk,,,,,,,,-83.0473373,42.3284285,
6543,4664507742,,walk,,,,,,,,-83.0461332,42.3289455,
6544,4664507743,,walk,,,,,,,,-83.0461809,42.3290033,
6545,4664507744,,walk,,,,,,,,-83.0460193,42.3289976,
6546,4664507745,,walk,,,,,,,,-83.0459304,42.329112,
6547,4664507746,,walk,,,,,,,,-83.0461229,42.3291229,
6548,4664507747,,walk,,,,,,,,-83.0453404,42.3292391,
6549,4664507748,,walk,,,,,,,,-83.0474933,42.3283679,
6550,4664507749,,walk,,,,,,,,-83.048434,42.3279765,
6551,4664507750,,walk,,,,,,,,-83.0480325,42.3274611,
6552,4664507751,,walk,,,,,,,,-83.0470961,42.3278739,
6553,4664507752,,walk,,,,,,,,-83.0487755,42.3279998,
6554,4664507753,,walk,,,,,,,,-83.0492612,42.3286117,
6555,4664507754,,walk,,,,,,,,-83.0492912,42.3286211,
6556,4664507755,,walk,,,,,,,,-83.0511909,42.3278085,
6557,4664507756,,walk,,,,,,,,-83.0514003,42.3277141,
6558,4664507758,,walk,,,,,,,,-83.0495511,42.3291553,
6559,4664507761,,walk,,,,,,,,-83.049972,42.3284853,
6560,4664507762,,walk,,,,,,,,-83.0497145,42.328591,
6561,4664507763,,walk,,,,,,,,-83.0499358,42.3284233,
6562,4664507764,,walk,,,,,,,,-83.0499015,42.32836,
6563,4664507765,,walk,,,,,,,,-83.0500655,42.3284615,
6564,4664507766,,walk,,,,,,,,-83.0501584,42.3284427,
6565,4664507767,,walk,,,,,,,,-83.0512889,42.3279172,
6566,4664507768,,walk,,,,,,,,-83.0508113,42.3281222,
6567,4664507769,,walk,,,,,,,,-83.0507142,42.328164,
6568,4664507773,,walk,,,,,,,,-83.0520158,42.3288621,
6569,4664507775,,walk,,,,,,,,-83.0525618,42.3295551,
6570,4664507776,,walk,,,,,,,,-83.052291,42.3292037,
6571,4664507778,,walk,,,,,,,,-83.0486549,42.3278314,
6572,4664507779,,walk,,,,,,,,-83.048545,42.3278967,
6573,4664507780,,walk,,,,,,,,-83.0484631,42.3280137,
6574,4664507781,,walk,,,,,,,,-83.0486448,42.3280493,
6575,4664571211,,walk,,,,,,,,-83.0589753,42.3299806,
6576,4664571212,,walk,,,,,,,,-83.0589203,42.3300213,
6577,4664571214,,walk,,,,,,,,-83.0580897,42.3293914,
6578,4664571216,,walk,,,,,,,,-83.0573251,42.3288023,
6579,4664571217,,walk,,,,,,,,-83.0560508,42.3293482,
6580,4664571218,,walk,,,,,,,,-83.0565963,42.3300304,
6581,4664571219,,walk,,,,,,,,-83.0566383,42.3300928,
6582,4664571220,,walk,,,,,,,,-83.0567056,42.3301844,
6583,4664571221,,walk,,,,,,,,-83.0566066,42.3302215,
6584,4664571223,,walk,,,,,,,,-83.0563699,42.3303196,
6585,4664571224,,walk,,,,,,,,-83.0561992,42.3302835,
6586,4664571225,,walk,,,,,,,,-83.0565777,42.3300073,
6587,4664571226,,walk,,,,,,,,-83.0564781,42.330055,
6588,4664571228,,walk,,,,,,,,-83.0562387,42.3301513,
6589,4664571229,,walk,,,,,,,,-83.0561322,42.3301777,
6590,4664571230,,walk,,,,,,,,-83.0562566,42.3303474,
6591,4664571231,,walk,,,,,,,,-83.0565291,42.3306849,
6592,4664571233,,walk,,,,,,,,-83.046609,42.3308642,
6593,4664571237,,walk,,,,,,,,-83.0463673,42.3309623,
6594,4664571238,,walk,,,,,,,,-83.0460853,42.3310297,
6595,4664571239,,walk,,,,,,,,-83.0414306,42.3311505,
6596,4664571240,,walk,,,,,,,,-83.0404789,42.3315591,
6597,4664571241,,walk,,,,,,,,-83.0404385,42.3314943,
6598,4664571242,,walk,,,,,,,,-83.0403997,42.3314299,
6599,4664571243,,walk,,,,,,,,-83.0403718,42.3316022,
6600,4664571244,,walk,,,,,,,,-83.0402334,42.3316605,
6601,4664571245,,walk,,,,,,,,-83.0403745,42.3314266,
6602,4664571246,,walk,,,,,,,,-83.0402809,42.3314749,
6603,4664571247,,walk,,,,,,,,-83.0401509,42.3315377,
6604,4664571248,,walk,,,,,,,,-83.0401087,42.3316385,
6605,4664571252,,walk,,,,,,,,-83.0400006,42.3340275,
6606,4664571253,,walk,,,,,,,,-83.0403247,42.3344994,
6607,4664571256,,walk,,,,,,,,-83.0408539,42.3355813,
6608,4664571257,,walk,,,,,,,,-83.0403674,42.3348412,
6609,4664571258,,walk,,,,,,,,-83.04103,42.3355643,
6610,4664571259,,walk,,,,,,,,-83.0409401,42.3355466,
6611,4664571260,,walk,,,,,,,,-83.0408853,42.3356261,
6612,4664571261,,walk,,,,,,,,-83.0410814,42.3356394,
6613,4664571262,,walk,,,,,,,,-83.0410124,42.3356554,
6614,4664571263,,walk,,,,,,,,-83.043134,42.3355639,
6615,4664571264,,walk,,,,,,,,-83.0430186,42.3355518,
6616,4664571265,,walk,,,,,,,,-83.0429535,42.3356413,
6617,4664571266,,walk,,,,,,,,-83.0430885,42.3356568,
6618,4664571267,,walk,,,,,,,,-83.0436976,42.336747,
6619,4664571268,,walk,,,,,,,,-83.0434185,42.3363638,
6620,4664571270,,walk,,,,,,,,-83.0426806,42.3366824,
6621,4664571273,,walk,,,,,,,,-83.0436021,42.3362872,
6622,4664571276,,walk,,,,,,,,-83.0442647,42.3360468,
6623,4664571277,,walk,,,,,,,,-83.0435796,42.3362387,
6624,4664571278,,walk,,,,,,,,-83.0435628,42.3362028,
6625,4664571279,,walk,,,,,,,,-83.0435275,42.336319,
6626,4664571280,,walk,,,,,,,,-83.0433834,42.3363175,
6627,4664571281,,walk,,,,,,,,-83.0433476,42.3362683,
6628,4664571282,,walk,,,,,,,,-83.043459,42.3362196,
6629,4664571283,,walk,,,,,,,,-83.0454376,42.3368613,
6630,4664571284,,walk,,,,,,,,-83.0453781,42.336882,
6631,4664571285,,walk,,,,,,,,-83.0453159,42.336945,
6632,4664571286,,walk,,,,,,,,-83.0535174,42.3376439,
6633,4664571287,,walk,,,,,,,,-83.0519842,42.3382918,
6634,4664571288,,walk,,,,,,,,-83.055525,42.3366932,
6635,4664571289,,walk,,,,,,,,-83.0556983,42.3365514,
6636,4664571290,,walk,,,,,,,,-83.0555919,42.3365811,
6637,4664571291,,walk,,,,,,,,-83.0554868,42.3366135,
6638,4664571292,,walk,,,,,,,,-83.0598096,42.336058,
6639,4664571293,,walk,,,,,,,,-83.059756,42.3359978,
6640,4664571294,,walk,,,,,,,,-83.0605181,42.336558,
6641,4664571295,,walk,,,,,,,,-83.0603089,42.3365932,
6642,4664571296,,walk,,,,,,,,-83.0605682,42.3366014,
6643,4664571297,,walk,,,,,,,,-83.0603651,42.3366653,
6644,4664571298,,walk,,,,,,,,-83.0605075,42.3365461,
6645,4664571300,,walk,,,,,,,,-83.0607444,42.3366329,
6646,4664571304,,walk,,,,,,,,-83.0618786,42.3370974,
6647,4664571305,,walk,,,,,,,,-83.0616681,42.3373866,
6648,4664571306,,walk,,,,,,,,-83.062012,42.3369836,
6649,4664571307,,walk,,,,,,,,-83.0619532,42.3369997,
6650,4664571308,,walk,,,,,,,,-83.061872,42.3370249,
6651,4664571309,,walk,,,,,,,,-83.0620399,42.3370089,
6652,4664571310,,walk,,,,,,,,-83.0620606,42.3370484,
6653,4664571311,,walk,,,,,,,,-83.0620964,42.3371088,
6654,4664571314,,walk,,,,,,,,-83.0636493,42.3373824,
6655,4664571317,,walk,,,,,,,,-83.0627932,42.3378488,
6656,4664571318,,walk,,,,,,,,-83.063669,42.3374981,
6657,4664571319,,walk,,,,,,,,-83.0636392,42.3374453,
6658,4664571320,,walk,,,,,,,,-83.0636106,42.3373945,
6659,4664571321,,walk,,,,,,,,-83.0637257,42.3373598,
6660,4664571322,,walk,,,,,,,,-83.0637909,42.3373384,
6661,4664571323,,walk,,,,,,,,-83.0638192,42.3373884,
6662,4664571325,,walk,,,,,,,,-83.0660653,42.3376269,
6663,4664571332,,walk,,,,,,,,-83.0668,42.3390416,
6664,4664571336,,walk,,,,,,,,-83.0669957,42.3373439,
6665,4664571337,,walk,,,,,,,,-83.0671249,42.3372417,
6666,4664571338,,walk,,,,,,,,-83.0670085,42.3372084,
6667,4664571339,,walk,,,,,,,,-83.0669571,42.3372945,
6668,4664571341,,walk,,,,,,,,-83.0670695,42.3373195,
6669,4664571342,,walk,,,,,,,,-83.0700885,42.337263,
6670,4664571343,,walk,,,,,,,,-83.0695744,42.337421,
6671,4664571346,,walk,,,,,,,,-83.070457,42.3379116,
6672,4664571347,,walk,,,,,,,,-83.070709,42.3378395,
6673,4664571348,,walk,,,,,,,,-83.0703415,42.3371819,
6674,4664571349,,walk,,,,,,,,-83.0722212,42.3365987,
6675,4664571351,,walk,,,,,,,,-83.0722098,42.3373613,
6676,4664571352,,walk,,,,,,,,-83.0712938,42.3376547,
6677,4664571353,,walk,,,,,,,,-83.0713151,42.3394036,
6678,4664571354,,walk,,,,,,,,-83.0705312,42.3380308,
6679,4664571359,,walk,,,,,,,,-83.0707599,42.3379364,
6680,4664571360,,walk,,,,,,,,-83.0713492,42.3377518,
6681,4664571361,,walk,,,,,,,,-83.0722714,42.3374706,
6682,4664571364,,walk,,,,,,,,-83.0726382,42.3381175,
6683,4664571365,,walk,,,,,,,,-83.0717318,42.3384031,
6684,4664571367,,walk,,,,,,,,-83.0707326,42.3378871,
6685,4664571368,,walk,,,,,,,,-83.070592,42.3378706,
6686,4664571369,,walk,,,,,,,,-83.0704878,42.3379637,
6687,4664571370,,walk,,,,,,,,-83.0706548,42.3379803,
6688,4664571371,,walk,,,,,,,,-83.0711914,42.3386925,
6689,4664571373,,walk,,,,,,,,-83.0720798,42.3391801,
6690,4664571374,,walk,,,,,,,,-83.0730585,42.3388753,
6691,4664571377,,walk,,,,,,,,-83.0726975,42.3382233,
6692,4664571378,,walk,,,,,,,,-83.0717095,42.3385356,
6693,4664571380,,walk,,,,,,,,-83.0717436,42.3401778,
6694,4664571382,,walk,,,,,,,,-83.0700717,42.3408139,
6695,4664571383,,walk,,,,,,,,-83.0719914,42.3401001,
6696,4664571385,,walk,,,,,,,,-83.0721397,42.3392856,
6697,4664571386,,walk,,,,,,,,-83.073117,42.3389796,
6698,4664571389,,walk,,,,,,,,-83.0734855,42.339628,
6699,4664571390,,walk,,,,,,,,-83.0725023,42.3399347,
6700,4664571391,,walk,,,,,,,,-83.0718868,42.3401319,
6701,4664571392,,walk,,,,,,,,-83.0720237,42.3401543,
6702,4664571393,,walk,,,,,,,,-83.071944,42.3402318,
6703,4664571394,,walk,,,,,,,,-83.0717766,42.3402304,
6704,4664571395,,walk,,,,,,,,-83.0724627,42.3409064,
6705,4664571396,,walk,,,,,,,,-83.0723807,42.3409944,
6706,4664571397,,walk,,,,,,,,-83.0721807,42.3409934,
6707,4664571398,,walk,,,,,,,,-83.0723176,42.3408842,
6708,4664571399,,walk,,,,,,,,-83.0715614,42.3420276,
6709,4664571400,,walk,,,,,,,,-83.0709918,42.342212,
6710,4664571401,,walk,,,,,,,,-83.0709087,42.3422345,
6711,4664571405,,walk,,,,,,,,-83.0689013,42.3439898,
6712,4664571406,,walk,,,,,,,,-83.068927,42.3440542,
6713,4664571407,,walk,,,,,,,,-83.0689505,42.3441129,
6714,4664571408,,walk,,,,,,,,-83.0691758,42.3446347,
6715,4664571411,,walk,,,,,,,,-83.0689637,42.3441434,
6716,4664571412,,walk,,,,,,,,-83.0691986,42.3446892,
6717,4664571413,,walk,,,,,,,,-83.069225,42.3447468,
6718,4664571414,,walk,,,,,,,,-83.0693419,42.3450189,
6719,4664571416,,walk,,,,,,,,-83.069666,42.3457228,
6720,4664571417,,walk,,,,,,,,-83.0705285,42.3454479,
6721,4664571418,,walk,,,,,,,,-83.0708828,42.3453413,
6722,4664571419,,walk,,,,,,,,-83.0706518,42.3449344,
6723,4664571421,,walk,,,,,,,,-83.0692283,42.3447546,
6724,4664571422,,walk,,,,,,,,-83.0706168,42.3448738,
6725,4664571431,,walk,,,,,,,,-83.0698075,42.3445733,
6726,4664571432,,walk,,,,,,,,-83.0697033,42.3457778,
6727,4664571433,,walk,,,,,,,,-83.0697439,42.3458378,
6728,4664571435,,walk,,,,,,,,-83.070073,42.3464263,
6729,4664571436,,walk,,,,,,,,-83.0700676,42.3464148,
6730,4664571437,,walk,,,,,,,,-83.0709702,42.3461236,
6731,4664571439,,walk,,,,,,,,-83.0710735,42.3456748,
6732,4664571440,,walk,,,,,,,,-83.0709483,42.3454573,
6733,4664571441,,walk,,,,,,,,-83.0701015,42.3464844,
6734,4664571442,,walk,,,,,,,,-83.0701249,42.3465322,
6735,4664571446,,walk,,,,,,,,-83.0703652,42.3470409,
6736,4664571447,,walk,,,,,,,,-83.0703816,42.3470768,
6737,4664571448,,walk,,,,,,,,-83.0704185,42.347158,
6738,4664571451,,walk,,,,,,,,-83.0708241,42.3480088,
6739,4664571452,,walk,,,,,,,,-83.0708489,42.3480734,
6740,4664571453,,walk,,,,,,,,-83.070876,42.3481441,
6741,4664571459,,walk,,,,,,,,-83.0711646,42.3487788,
6742,4664571463,,walk,,,,,,,,-83.0712575,42.3487489,
6743,4664571464,,walk,,,,,,,,-83.0709211,42.3481299,
6744,4664571466,,walk,,,,,,,,-83.0712023,42.3488497,
6745,4664571467,,walk,,,,,,,,-83.0732041,42.3491536,
6746,4664571468,,walk,,,,,,,,-83.0738525,42.3489479,
6747,4664571469,,walk,,,,,,,,-83.0751869,42.348532,
6748,4664571470,,walk,,,,,,,,-83.0752872,42.3485023,
6749,4664571471,,walk,,,,,,,,-83.0753653,42.3484792,
6750,4664571473,,walk,,,,,,,,-83.0774421,42.3486054,
6751,4664571476,,walk,,,,,,,,-83.0770605,42.3479473,
6752,4664571477,,walk,,,,,,,,-83.0769963,42.3488729,
6753,4664571480,,walk,,,,,,,,-83.0780527,42.3496744,
6754,4664571481,,walk,,,,,,,,-83.0775456,42.3498323,
6755,4664571482,,walk,,,,,,,,-83.077583,42.3498994,
6756,4664571483,,walk,,,,,,,,-83.0776252,42.349968,
6757,4664571484,,walk,,,,,,,,-83.0775347,42.349996,
6758,4664571485,,walk,,,,,,,,-83.0774059,42.3500352,
6759,4664571486,,walk,,,,,,,,-83.0774576,42.34986,
6760,4664571487,,walk,,,,,,,,-83.0773239,42.3498983,
6761,4664571488,,walk,,,,,,,,-83.0781283,42.3498071,
6762,4664571491,,walk,,,,,,,,-83.0786659,42.3507521,
6763,4664698623,,walk,,,,,,,,-83.0459354,42.3301663,
6764,4674692933,,walk,,,,,,,,-83.0720889,42.3421851,
6765,4674692934,,walk,,,,,,,,-83.0711421,42.3424785,
6766,4674692935,,walk,,,,,,,,-83.0697246,42.3429285,
6767,4677154670,,walk,,,,,,,,-83.0649247,42.3427116,
6768,4677154671,,walk,,,,,,,,-83.0645374,42.3428361,
6769,4677154673,,walk,,,,,,,,-83.0642378,42.3414985,
6770,4677154674,,walk,,,,,,,,-83.0645917,42.3413714,
6771,4677154675,,walk,,,,,,,,-83.0652973,42.3426012,
6772,4677154676,,walk,,,,,,,,-83.0653551,42.3426946,
6773,4677154677,,walk,,,,,,,,-83.0659702,42.3437851,
6774,4677154678,,walk,,,,,,,,-83.0644609,42.3442891,
6775,4677154680,,walk,,,,,,,,-83.0613165,42.3468866,
6776,4677154681,,walk,,,,,,,,-83.0609289,42.3503346,
6777,4677155667,,walk,,,,,,,,-83.0685229,42.3498086,
6778,4677155668,,walk,,,,,,,,-83.0689053,42.3496905,
6779,4677155670,,walk,,,,,,,,-83.0693239,42.3495527,
6780,4677155673,,walk,,,,,,,,-83.0696926,42.3492424,
6781,4677155677,,walk,,,,,,,,-83.0693301,42.3486041,
6782,4677155679,,walk,,,,,,,,-83.0693118,42.3493575,
6783,4677155680,,walk,,,,,,,,-83.0683618,42.3487578,
6784,4677155683,,walk,,,,,,,,-83.0688441,42.349584,
6785,4677158311,,walk,,,,,,,,-83.0396252,42.3370637,
6786,4691679930,,walk,,,,,,,,-83.0774828,42.3299917,
6787,4691679931,,walk,,,,,,,,-83.0773658,42.3299804,
6788,4691679932,,walk,,,,,,,,-83.0771912,42.3299576,
6789,4691679933,,walk,,,,,,,,-83.077049,42.3298972,
6790,4691679934,,walk,,,,,,,,-83.0769302,42.3298422,
6791,4691679935,,walk,,,,,,,,-83.0748174,42.328179,
6792,4691679939,,walk,,,,,,,,-83.0755516,42.3294878,
6793,4691679943,,walk,,,,,,,,-83.0757844,42.3278701,
6794,4691679944,,walk,,,,,,,,-83.0765562,42.3292564,
6795,4691679945,,walk,,,,,,,,-83.0765187,42.3291691,
6796,4691679946,,walk,,,,,,,,-83.0755938,42.3295456,
6797,4691679947,,walk,,,,,,,,-83.0756444,42.3296148,
6798,4691679949,,walk,,,,,,,,-83.0747727,42.329711,
6799,4691679953,,walk,,,,,,,,-83.0742377,42.3298787,
6800,4691679955,,walk,,,,,,,,-83.0734795,42.3285877,
6801,4691679956,,walk,,,,,,,,-83.0735051,42.3285786,
6802,4691679957,,walk,,,,,,,,-83.0740051,42.3284227,
6803,4691679961,,walk,,,,,,,,-83.073321,42.3286362,
6804,4691679962,,walk,,,,,,,,-83.0728593,42.3287845,
6805,4691679963,,walk,,,,,,,,-83.0728304,42.3287933,
6806,4691679967,,walk,,,,,,,,-83.072331,42.3289519,
6807,4691679970,,walk,,,,,,,,-83.0730637,42.3302456,
6808,4691679974,,walk,,,,,,,,-83.0735578,42.3300862,
6809,4691679976,,walk,,,,,,,,-83.074055,42.329937,
6810,4691679977,,walk,,,,,,,,-83.0741015,42.3299229,
6811,4691679978,,walk,,,,,,,,-83.0727997,42.328804,
6812,4691679979,,walk,,,,,,,,-83.073415,42.328608,
6813,4691679980,,walk,,,,,,,,-83.0734354,42.3284589,
6814,4691679981,,walk,,,,,,,,-83.0739426,42.3283007,
6815,4691679982,,walk,,,,,,,,-83.0739746,42.3282908,
6816,4691679983,,walk,,,,,,,,-83.0740062,42.3282811,
6817,4691679984,,walk,,,,,,,,-83.0745553,42.3281121,
6818,4691679985,,walk,,,,,,,,-83.0746198,42.3282305,
6819,4691679986,,walk,,,,,,,,-83.0740748,42.3283999,
6820,4691679987,,walk,,,,,,,,-83.0740412,42.3284107,
6821,4691679989,,walk,,,,,,,,-83.0740849,42.3283968,
6822,4691679991,,walk,,,,,,,,-83.074746,42.3280484,
6823,4691679993,,walk,,,,,,,,-83.0747803,42.3281061,
6824,4691679996,,walk,,,,,,,,-83.0746391,42.3280816,
6825,4691679997,,walk,,,,,,,,-83.0747091,42.3282075,
6826,4691680000,,walk,,,,,,,,-83.075341,42.3295444,
6827,4691680002,,walk,,,,,,,,-83.0753982,42.3296652,
6828,4691680004,,walk,,,,,,,,-83.0761599,42.3310119,
6829,4691680005,,walk,,,,,,,,-83.0761918,42.3310709,
6830,4691680006,,walk,,,,,,,,-83.0761774,42.3310444,
6831,4691680007,,walk,,,,,,,,-83.0753751,42.3296124,
6832,4691680010,,walk,,,,,,,,-83.0765112,42.331068,
6833,4691680012,,walk,,,,,,,,-83.0765582,42.3312103,
6834,4691680013,,walk,,,,,,,,-83.076429,42.3309739,
6835,4691680014,,walk,,,,,,,,-83.0765653,42.33113,
6836,4691680015,,walk,,,,,,,,-83.0768849,42.3312084,
6837,4691680016,,walk,,,,,,,,-83.0769815,42.3312107,
6838,4691680017,,walk,,,,,,,,-83.0770721,42.3312398,
6839,4691680020,,walk,,,,,,,,-83.0764518,42.3312104,
6840,4691680021,,walk,,,,,,,,-83.076377,42.3312105,
6841,4691680026,,walk,,,,,,,,-83.0763049,42.3317641,
6842,4691680030,,walk,,,,,,,,-83.0752231,42.3319914,
6843,4691680031,,walk,,,,,,,,-83.074959,42.331517,
6844,4691680032,,walk,,,,,,,,-83.0748266,42.3321131,
6845,4691680033,,walk,,,,,,,,-83.0752447,42.3319846,
6846,4691680035,,walk,,,,,,,,-83.07404,42.3323547,
6847,4691680039,,walk,,,,,,,,-83.0738852,42.3324022,
6848,4691680043,,walk,,,,,,,,-83.0721794,42.331536,
6849,4691680044,,walk,,,,,,,,-83.0720063,42.3312498,
6850,4691680047,,walk,,,,,,,,-83.071746,42.3307618,
6851,4691680048,,walk,,,,,,,,-83.0729253,42.3304063,
6852,4691680051,,walk,,,,,,,,-83.0732942,42.3310458,
6853,4691680052,,walk,,,,,,,,-83.0733129,42.3310688,
6854,4691680053,,walk,,,,,,,,-83.0733398,42.3311036,
6855,4691680054,,walk,,,,,,,,-83.0734122,42.3312374,
6856,4691680056,,walk,,,,,,,,-83.0735283,42.3310677,
6857,4691680059,,walk,,,,,,,,-83.0731454,42.3303916,
6858,4691680060,,walk,,,,,,,,-83.0730964,42.3304108,
6859,4691680061,,walk,,,,,,,,-83.0730595,42.3304208,
6860,4691680062,,walk,,,,,,,,-83.0730006,42.3304367,
6861,4691680063,,walk,,,,,,,,-83.0729534,42.3304526,
6862,4691680065,,walk,,,,,,,,-83.0716874,42.3306627,
6863,4691680068,,walk,,,,,,,,-83.0728734,42.3303013,
6864,4691680069,,walk,,,,,,,,-83.0721328,42.3290085,
6865,4691680071,,walk,,,,,,,,-83.0709566,42.329364,
6866,4691680073,,walk,,,,,,,,-83.0717213,42.33072,
6867,4691680075,,walk,,,,,,,,-83.0716327,42.3308001,
6868,4691680076,,walk,,,,,,,,-83.0714757,42.3308532,
6869,4691680077,,walk,,,,,,,,-83.0713977,42.3308796,
6870,4691680080,,walk,,,,,,,,-83.0715762,42.3307007,
6871,4691680081,,walk,,,,,,,,-83.0714201,42.330754,
6872,4691680082,,walk,,,,,,,,-83.0713165,42.3307894,
6873,4691680084,,walk,,,,,,,,-83.0707312,42.3297724,
6874,4691680085,,walk,,,,,,,,-83.0713033,42.3307935,
6875,4691680086,,walk,,,,,,,,-83.0713643,42.3308878,
6876,4691680088,,walk,,,,,,,,-83.0720022,42.3312294,
6877,4691680092,,walk,,,,,,,,-83.0719946,42.3315445,
6878,4691680093,,walk,,,,,,,,-83.071766,42.331543,
6879,4691680094,,walk,,,,,,,,-83.0720536,42.3321046,
6880,4691680096,,walk,,,,,,,,-83.0718964,42.3318238,
6881,4691680098,,walk,,,,,,,,-83.0717438,42.3315451,
6882,4691680099,,walk,,,,,,,,-83.0717413,42.331525,
6883,4691680100,,walk,,,,,,,,-83.0718263,42.33123,
6884,4691680101,,walk,,,,,,,,-83.0717894,42.3312347,
6885,4691680103,,walk,,,,,,,,-83.0698269,42.3304512,
6886,4691680104,,walk,,,,,,,,-83.0696946,42.330537,
6887,4691680105,,walk,,,,,,,,-83.070089,42.3312576,
6888,4691680106,,walk,,,,,,,,-83.0702773,42.3312557,
6889,4691680107,,walk,,,,,,,,-83.0701057,42.3312574,
6890,4691680110,,walk,,,,,,,,-83.0711913,42.3323651,
6891,4691680112,,walk,,,,,,,,-83.0709046,42.3318572,
6892,4691680114,,walk,,,,,,,,-83.0707316,42.3315501,
6893,4691680115,,walk,,,,,,,,-83.0704921,42.3315473,
6894,4691680118,,walk,,,,,,,,-83.0709989,42.3324281,
6895,4691680119,,walk,,,,,,,,-83.071139,42.3323644,
6896,4691680120,,walk,,,,,,,,-83.0711817,42.3323508,
6897,4691680121,,walk,,,,,,,,-83.0715473,42.3322459,
6898,4691680122,,walk,,,,,,,,-83.0715669,42.3322385,
6899,4691680123,,walk,,,,,,,,-83.0715966,42.3322282,
