id_int,id,location_type,net_type,parent_station,route_type,stop_code,stop_id,stop_name,unique_agency_id,wheelchair_boarding,x,y,zone_id
2732,2145280831,,walk,,,,,,,,-83.0524363,42.3362417,
2733,2145280842,,walk,,,,,,,,-83.0525148,42.336291,
2734,2145280855,,walk,,,,,,,,-83.0521427,42.3363354,
2735,2145280857,,walk,,,,,,,,-83.0525967,42.3363425,
2736,2145280865,,walk,,,,,,,,-83.052521,42.3363726,
2737,2145280867,,walk,,,,,,,,-83.0524346,42.336407,
2738,2145280915,,walk,,,,,,,,-83.0494801,42.3367669,
2739,2145280920,,walk,,,,,,,,-83.0495026,42.3367874,
2740,2145280928,,walk,,,,,,,,-83.0493868,42.3367981,
2741,2145280934,,walk,,,,,,,,-83.0495089,42.3368242,
2742,2145280958,,walk,,,,,,,,-83.0492718,42.3368316,
2743,2145281005,,walk,,,,,,,,-83.0510868,42.336981,
2744,2145281060,,walk,,,,,,,,-83.0507248,42.3371442,
2745,2145281079,,walk,,,,,,,,-83.0495923,42.3374163,
2746,2145281082,,walk,,,,,,,,-83.0496453,42.337426,
2747,2145281083,,walk,,,,,,,,-83.0496278,42.3374252,
2748,2145281087,,walk,,,,,,,,-83.0493738,42.3375337,
2749,2145281089,,walk,,,,,,,,-83.0493768,42.3375675,
2750,2145281091,,walk,,,,,,,,-83.0496239,42.3376188,
2751,2145281093,,walk,,,,,,,,-83.0494928,42.3377055,
2752,2145308994,,walk,,,,,,,,-83.0506523,42.3362512,
2753,2148169564,,walk,,,,,,,,-83.0516101,42.3363254,
2754,2148169570,,walk,,,,,,,,-83.0502219,42.3364159,
2755,2148169573,,walk,,,,,,,,-83.0502247,42.3364553,
2756,2148169576,,walk,,,,,,,,-83.0511693,42.336541,
2757,2148169601,,walk,,,,,,,,-83.0502365,42.3369151,
2758,2148169618,,walk,,,,,,,,-83.0496082,42.3372557,
2759,2148240577,,walk,,,,,,,,-83.0501862,42.3364412,
2760,2148240578,,walk,,,,,,,,-83.0499962,42.336482,
2761,2148240688,,walk,,,,,,,,-83.0505746,42.3370422,
2762,2148240703,,walk,,,,,,,,-83.0509157,42.3384697,
2763,2148240704,,walk,,,,,,,,-83.0511626,42.3387897,
2764,2148287760,,walk,,,,,,,,-83.0500008,42.3364477,
2765,2148287764,,walk,,,,,,,,-83.049775,42.3363348,
2766,2148287771,,walk,,,,,,,,-83.0501742,42.3364156,
2767,2148287772,,walk,,,,,,,,-83.0500387,42.3364685,
2768,2152550579,,walk,,,,,,,,-83.0524631,42.3348753,
2769,2152550580,,walk,,,,,,,,-83.0526933,42.3348864,
2770,2152550581,,walk,,,,,,,,-83.0528393,42.3349457,
2771,2152550582,,walk,,,,,,,,-83.0524103,42.3349396,
2772,2152550583,,walk,,,,,,,,-83.0527944,42.3350109,
2773,2152550584,,walk,,,,,,,,-83.0525663,42.335053,
2774,2152550585,,walk,,,,,,,,-83.0527572,42.335045,
2775,2152550589,,walk,,,,,,,,-83.0538222,42.3356497,
2776,2152550590,,walk,,,,,,,,-83.0537302,42.3356873,
2777,2152550591,,walk,,,,,,,,-83.0538842,42.3357055,
2778,2152550592,,walk,,,,,,,,-83.0536252,42.3357285,
2779,2152550594,,walk,,,,,,,,-83.0536812,42.3357974,
2780,2152550595,,walk,,,,,,,,-83.0538754,42.3358237,
2781,2152550596,,walk,,,,,,,,-83.0537337,42.3358493,
2782,2152550597,,walk,,,,,,,,-83.0520269,42.3359654,
2783,2152550599,,walk,,,,,,,,-83.0530149,42.3368641,
2784,2189625630,,walk,,,,,,,,-83.0529295,42.3369006,
2785,2189625631,,walk,,,,,,,,-83.0530539,42.3369173,
2786,2189625632,,walk,,,,,,,,-83.0528457,42.3369364,
2787,2189625633,,walk,,,,,,,,-83.0530973,42.3369764,
2788,2189625634,,walk,,,,,,,,-83.0528864,42.3369911,
2789,2189625635,,walk,,,,,,,,-83.0530186,42.3370152,
2790,2189625636,,walk,,,,,,,,-83.052935,42.3370564,
2791,2189625637,,walk,,,,,,,,-83.0514546,42.3375236,
2792,2189625638,,walk,,,,,,,,-83.051503,42.3375935,
2793,2189625639,,walk,,,,,,,,-83.051272,42.337595,
2794,2189625641,,walk,,,,,,,,-83.0511072,42.337668,
2795,2189625642,,walk,,,,,,,,-83.0513504,42.3377438,
2796,2189625643,,walk,,,,,,,,-83.0511552,42.3377405,
2797,2189625644,,walk,,,,,,,,-83.0512053,42.337816,
2798,2293090963,,walk,,,,,,,,-83.0431351,42.3173574,
2799,2337488389,,walk,,,,,,,,-83.0513028,42.3315483,
2800,2337488390,,walk,,,,,,,,-83.0506994,42.3315705,
2801,2337488391,,walk,,,,,,,,-83.0513139,42.331665,
2802,2337488392,,walk,,,,,,,,-83.050689,42.3316676,
2803,2337488393,,walk,,,,,,,,-83.051304,42.332508,
2804,2337488394,,walk,,,,,,,,-83.0506827,42.3325096,
2805,2337488395,,walk,,,,,,,,-83.0513131,42.3336651,
2806,2337488396,,walk,,,,,,,,-83.050689,42.3336683,
2807,2337488397,,walk,,,,,,,,-83.0513173,42.3346643,
2808,2337488398,,walk,,,,,,,,-83.0506944,42.3346656,
2809,2337488403,,walk,,,,,,,,-83.0507109,42.3357528,
2810,2337488404,,walk,,,,,,,,-83.0513295,42.3357756,
2811,2337488405,,walk,,,,,,,,-83.0517324,42.3358475,
2812,2366003225,,walk,,,,,,,,-83.0544014,42.3310639,
2813,2366003227,,walk,,,,,,,,-83.0543286,42.3310956,
2814,2366003228,,walk,,,,,,,,-83.0545181,42.3313366,
2815,2384392833,,walk,,,,,,,,-83.048999,42.3374182,
2816,2384392835,,walk,,,,,,,,-83.0494464,42.3374243,
2817,2384392837,,walk,,,,,,,,-83.0492789,42.3374601,
2818,2384392839,,walk,,,,,,,,-83.0490621,42.337494,
2819,2384392842,,walk,,,,,,,,-83.0489071,42.3375145,
2820,2384392847,,walk,,,,,,,,-83.0491266,42.3375714,
2821,2384564332,,walk,,,,,,,,-83.0506766,42.330589,
2822,2384564344,,walk,,,,,,,,-83.0507478,42.3315523,
2823,2384564345,,walk,,,,,,,,-83.0508125,42.331547,
2824,2384564347,,walk,,,,,,,,-83.0508768,42.3315502,
2825,2384564348,,walk,,,,,,,,-83.0510968,42.3315476,
2826,2384564349,,walk,,,,,,,,-83.0511855,42.3315479,
2827,2384564350,,walk,,,,,,,,-83.051371,42.3315604,
2828,2384564351,,walk,,,,,,,,-83.0523256,42.3315417,
2829,2384564354,,walk,,,,,,,,-83.0513291,42.3317883,
2830,2387763095,,walk,,,,,,,,-83.0787786,42.3433124,
2831,2387869534,,walk,,,,,,,,-83.0814443,42.3480136,
2832,2387869536,,walk,,,,,,,,-83.0813597,42.3480395,
2833,2397822426,,walk,,,,,,,,-83.0766493,42.3395946,
2834,2397822427,,walk,,,,,,,,-83.0786384,42.3430676,
2835,2397822428,,walk,,,,,,,,-83.0790096,42.3437157,
2836,2397822429,,walk,,,,,,,,-83.0793243,42.3442652,
2837,2397822431,,walk,,,,,,,,-83.0811745,42.3474953,
2838,2418052243,,walk,,,,,,,,-83.053988,42.3312434,
2839,2430168631,,walk,,,,,,,,-83.0493903,42.3311357,
2840,2430168633,,walk,,,,,,,,-83.0494317,42.3311313,
2841,2430168643,,walk,,,,,,,,-83.0496212,42.3313581,
2842,2430168644,,walk,,,,,,,,-83.0490386,42.3313715,
2843,2430168648,,walk,,,,,,,,-83.0490496,42.3313909,
2844,2430168649,,walk,,,,,,,,-83.0491484,42.3314051,
2845,2430168650,,walk,,,,,,,,-83.0490698,42.3314055,
2846,2430168651,,walk,,,,,,,,-83.0494083,42.3314058,
2847,2430168652,,walk,,,,,,,,-83.0491246,42.3314127,
2848,2430168653,,walk,,,,,,,,-83.049095,42.331413,
2849,2430168655,,walk,,,,,,,,-83.0496911,42.3314493,
2850,2430168656,,walk,,,,,,,,-83.0494089,42.3314653,
2851,2430168657,,walk,,,,,,,,-83.0491375,42.3314666,
2852,2430168658,,walk,,,,,,,,-83.0491317,42.3314818,
2853,2430168659,,walk,,,,,,,,-83.0484786,42.3315287,
2854,2430168661,,walk,,,,,,,,-83.0491081,42.3315434,
2855,2430168662,,walk,,,,,,,,-83.0497517,42.3315312,
2856,2430168664,,walk,,,,,,,,-83.0494091,42.3315657,
2857,2430168665,,walk,,,,,,,,-83.0485045,42.3315681,
2858,2430273643,,walk,,,,,,,,-83.0497497,42.3315425,
2859,2440412650,,walk,,,,,,,,-83.0758139,42.3256411,
2860,2441523654,,walk,,,,,,,,-83.0818144,42.3498423,
2861,2488175872,,walk,,,,,,,,-83.0835867,42.3153437,
2862,2488191154,,walk,,,,,,,,-83.0403691,42.3412791,
2863,2488246128,,walk,,,,,,,,-83.0409994,42.3325072,
2864,2488246133,,walk,,,,,,,,-83.0408035,42.3325506,
2865,2488267254,,walk,,,,,,,,-83.0416345,42.3338139,
2866,2488267256,,walk,,,,,,,,-83.0417946,42.3337508,
2867,2496379959,,walk,,,,,,,,-83.0461306,42.315802,
2868,2497377689,,walk,,,,,,,,-83.0657218,42.3440927,
2869,2497377692,,walk,,,,,,,,-83.0656466,42.3439762,
2870,2543752020,,walk,,,,,,,,-83.040124,42.3418839,
2871,2553580889,,walk,,,,,,,,-83.064055,42.3467956,
2872,2553580890,,walk,,,,,,,,-83.0617983,42.3474988,
2873,2553580891,,walk,,,,,,,,-83.0624684,42.3472703,
2874,2553580897,,walk,,,,,,,,-83.0621502,42.3467181,
2875,2553580898,,walk,,,,,,,,-83.0621082,42.3466496,
2876,2558697701,,walk,,,,,,,,-83.0654946,42.3229315,
2877,2558697704,,walk,,,,,,,,-83.0649931,42.3231488,
2878,2611655330,,walk,,,,,,,,-83.0668355,42.3436017,
2879,2611655337,,walk,,,,,,,,-83.0647211,42.339922,
2880,2611655343,,walk,,,,,,,,-83.0663933,42.3406922,
2881,2611655362,,walk,,,,,,,,-83.0653535,42.3410226,
2882,2611655378,,walk,,,,,,,,-83.0671408,42.3420869,
2883,2611655385,,walk,,,,,,,,-83.0672189,42.3430933,
2884,2619756056,,walk,,,,,,,,-83.0816853,42.3390932,
2885,2619756062,,walk,,,,,,,,-83.0844732,42.3398035,
2886,2619756066,,walk,,,,,,,,-83.0824477,42.3404372,
2887,2619756067,,walk,,,,,,,,-83.0853263,42.3413128,
2888,2619756073,,walk,,,,,,,,-83.0783202,42.3416058,
2889,2619756077,,walk,,,,,,,,-83.0833254,42.3419388,
2890,2619756082,,walk,,,,,,,,-83.0786923,42.3422556,
2891,2619756086,,walk,,,,,,,,-83.079627,42.342364,
2892,2619756093,,walk,,,,,,,,-83.0788838,42.34259,
2893,2619756099,,walk,,,,,,,,-83.0790785,42.3429299,
2894,2619756106,,walk,,,,,,,,-83.0794496,42.3435781,
2895,2619756107,,walk,,,,,,,,-83.0803483,42.3436237,
2896,2619756111,,walk,,,,,,,,-83.0796083,42.3438552,
2897,2619756116,,walk,,,,,,,,-83.0797643,42.3441275,
2898,2624211284,,walk,,,,,,,,-83.0799221,42.3504342,
2899,2624211364,,walk,,,,,,,,-83.0799134,42.3478919,
2900,2679494015,,walk,,,,,,,,-83.068398,42.3278099,
2901,2679494017,,walk,,,,,,,,-83.0685142,42.3279585,
2902,2679494018,,walk,,,,,,,,-83.0666667,42.3290114,
2903,2760041224,,walk,,,,,,,,-83.0788604,42.331063,
2904,2760041237,,walk,,,,,,,,-83.0630869,42.3497287,
2905,2760041261,,walk,,,,,,,,-83.0583495,42.3480866,
2906,2760041262,,walk,,,,,,,,-83.0577217,42.3483204,
2907,2760041264,,walk,,,,,,,,-83.0574454,42.3479386,
2908,2760041265,,walk,,,,,,,,-83.0573517,42.3478144,
2909,2886362780,,walk,,,,,,,,-83.0450165,42.3342578,
2910,2886362781,,walk,,,,,,,,-83.040464,42.3401228,
2911,2923663086,,walk,,,,,,,,-83.0520875,42.3471578,
2912,2924103480,,walk,,,,,,,,-83.0521467,42.3432116,
2913,2924103481,,walk,,,,,,,,-83.0501477,42.344051,
2914,2924103482,,walk,,,,,,,,-83.0494759,42.3430245,
2915,2942801301,,walk,,,,,,,,-83.0655424,42.3413514,
2916,2942801302,,walk,,,,,,,,-83.0651682,42.3407001,
2917,2942801303,,walk,,,,,,,,-83.064908,42.3402472,
2918,2942801304,,walk,,,,,,,,-83.0659593,42.3420768,
2919,2942801305,,walk,,,,,,,,-83.0661457,42.3424013,
2920,2942801306,,walk,,,,,,,,-83.066336,42.3427324,
2921,2942801307,,walk,,,,,,,,-83.0666475,42.3432745,
2922,2957504115,,walk,,,,,,,,-83.0793164,42.3480765,
2923,3218359235,,walk,,,,,,,,-83.0805768,42.3314945,
2924,3218359236,,walk,,,,,,,,-83.0814345,42.3333434,
2925,3239785425,,walk,,,,,,,,-83.0754482,42.3364784,
2926,3239785427,,walk,,,,,,,,-83.0755991,42.3367092,
2927,3239785431,,walk,,,,,,,,-83.0758895,42.3367375,
2928,3239786167,,walk,,,,,,,,-83.0759799,42.3368288,
2929,3239786391,,walk,,,,,,,,-83.0758397,42.3380064,
2930,3239786393,,walk,,,,,,,,-83.0750491,42.336591,
2931,3239797432,,walk,,,,,,,,-83.0780823,42.3355252,
2932,3239797433,,walk,,,,,,,,-83.0777165,42.3348823,
2933,3239797434,,walk,,,,,,,,-83.0782765,42.3347053,
2934,3239797436,,walk,,,,,,,,-83.0775521,42.3356912,
2935,3239797437,,walk,,,,,,,,-83.0771819,42.3350481,
2936,3239798679,,walk,,,,,,,,-83.0776343,42.3353124,
2937,3239798685,,walk,,,,,,,,-83.0775172,42.3351486,
2938,3239798686,,walk,,,,,,,,-83.0774294,42.3353715,
2939,3239798688,,walk,,,,,,,,-83.0773098,42.3351419,
2940,3239798692,,walk,,,,,,,,-83.0774623,42.3350969,
2941,3239798699,,walk,,,,,,,,-83.0775382,42.3349959,
2942,3239798700,,walk,,,,,,,,-83.0775144,42.3349478,
2943,3242600510,,walk,,,,,,,,-83.0737642,42.3410787,
2944,3242608244,,walk,,,,,,,,-83.074755,42.3410157,
2945,3242608246,,walk,,,,,,,,-83.0728677,42.3415942,
2946,3242608247,,walk,,,,,,,,-83.0743836,42.341203,
2947,3242608248,,walk,,,,,,,,-83.073916,42.3403827,
2948,3242608249,,walk,,,,,,,,-83.0747721,42.3410451,
2949,3242608252,,walk,,,,,,,,-83.0724815,42.3409618,
2950,3242608253,,walk,,,,,,,,-83.0741655,42.3408204,
2951,3242608255,,walk,,,,,,,,-83.0729689,42.3407475,
2952,3242775104,,walk,,,,,,,,-83.0736663,42.341349,
2953,3242775109,,walk,,,,,,,,-83.0735764,42.3411965,
2954,3242775111,,walk,,,,,,,,-83.0736476,42.3411695,
2955,3242775112,,walk,,,,,,,,-83.0736704,42.341168,
2956,3242775124,,walk,,,,,,,,-83.0738333,42.3411809,
2957,3242775125,,walk,,,,,,,,-83.0738152,42.3411903,
2958,3242775132,,walk,,,,,,,,-83.0741127,42.3410588,
2959,3242775145,,walk,,,,,,,,-83.0738392,42.3410671,
2960,3242775153,,walk,,,,,,,,-83.0737323,42.3411042,
2961,3242775156,,walk,,,,,,,,-83.0739037,42.3411957,
2962,3242775179,,walk,,,,,,,,-83.0736339,42.3411734,
2963,3242775184,,walk,,,,,,,,-83.0735346,42.3410141,
2964,3247975357,,walk,,,,,,,,-83.0704485,42.33328,
2965,3259691487,,walk,,,,,,,,-83.073694,42.3411663,
2966,3259691551,,walk,,,,,,,,-83.0739322,42.3410643,
2967,3259691552,,walk,,,,,,,,-83.0738562,42.3409155,
2968,3259691560,,walk,,,,,,,,-83.0742782,42.3410221,
2969,3259697361,,walk,,,,,,,,-83.0740219,42.341046,
2970,3259941626,,walk,,,,,,,,-83.0768963,42.3376815,
2971,3259941628,,walk,,,,,,,,-83.0760832,42.3362773,
2972,3259941629,,walk,,,,,,,,-83.0760312,42.3361624,
2973,3259941630,,walk,,,,,,,,-83.0749969,42.3364946,
2974,3259941631,,walk,,,,,,,,-83.0743084,42.3352917,
2975,3259941632,,walk,,,,,,,,-83.0753525,42.3349719,
2976,3259941634,,walk,,,,,,,,-83.0756872,42.3362823,
2977,3259941635,,walk,,,,,,,,-83.0749853,42.3350853,
2978,3274845333,,walk,,,,,,,,-83.0579636,42.3295366,
2979,3274845343,,walk,,,,,,,,-83.056865,42.3299944,
2980,3277259152,,walk,,,,,,,,-83.0708003,42.3469458,
2981,3277259153,,walk,,,,,,,,-83.0713554,42.3479151,
2982,3295507561,,walk,,,,,,,,-83.0547059,42.3352735,
2983,3295507562,,walk,,,,,,,,-83.0547844,42.335393,
2984,3295507563,,walk,,,,,,,,-83.0551071,42.3359544,
2985,3295507564,,walk,,,,,,,,-83.0543532,42.3362874,
2986,3295507565,,walk,,,,,,,,-83.0543351,42.3362647,
2987,3295507566,,walk,,,,,,,,-83.054167,42.3363325,
2988,3302513962,,walk,,,,,,,,-83.0774535,42.3357231,
2989,3302513963,,walk,,,,,,,,-83.0773887,42.3357512,
2990,3302513964,,walk,,,,,,,,-83.0767019,42.3345491,
2991,3302513965,,walk,,,,,,,,-83.0754904,42.3349294,
2992,3302513968,,walk,,,,,,,,-83.0769549,42.335882,
2993,3302513969,,walk,,,,,,,,-83.0762662,42.3346858,
2994,3302513973,,walk,,,,,,,,-83.0765635,42.3360047,
2995,3302513974,,walk,,,,,,,,-83.0761612,42.3361259,
2996,3302513979,,walk,,,,,,,,-83.0758823,42.3348064,
2997,3302513981,,walk,,,,,,,,-83.0790767,42.3361203,
2998,3302513985,,walk,,,,,,,,-83.0779744,42.3364534,
2999,3302514034,,walk,,,,,,,,-83.0762422,42.3345922,
3000,3302514035,,walk,,,,,,,,-83.0754398,42.3348249,
3001,3302514037,,walk,,,,,,,,-83.0757546,42.3337315,
3002,3302514038,,walk,,,,,,,,-83.0757601,42.3337412,
3003,3302514039,,walk,,,,,,,,-83.0758278,42.3347124,
3004,3302514040,,walk,,,,,,,,-83.0753462,42.3338657,
3005,3302514041,,walk,,,,,,,,-83.0749254,42.3349773,
3006,3302514042,,walk,,,,,,,,-83.0744581,42.3341483,
3007,3302514044,,walk,,,,,,,,-83.0742573,42.3351948,
3008,3302514045,,walk,,,,,,,,-83.0752909,42.3348737,
3009,3302514047,,walk,,,,,,,,-83.0748145,42.3340353,
3010,3302514048,,walk,,,,,,,,-83.0737824,42.3343542,
3011,3302514052,,walk,,,,,,,,-83.0728014,42.3354024,
3012,3302514053,,walk,,,,,,,,-83.0739715,42.3350443,
3013,3302514054,,walk,,,,,,,,-83.0736096,42.3343878,
3014,3302514056,,walk,,,,,,,,-83.0728902,42.3353751,
3015,3302514057,,walk,,,,,,,,-83.0725267,42.3347292,
3016,3302514161,,walk,,,,,,,,-83.0728879,42.3346134,
3017,3302514178,,walk,,,,,,,,-83.0709556,42.3351579,
3018,3302514180,,walk,,,,,,,,-83.0704634,42.334778,
3019,3302514182,,walk,,,,,,,,-83.0697422,42.3351011,
3020,3302514183,,walk,,,,,,,,-83.0699299,42.3354131,
3021,3302514184,,walk,,,,,,,,-83.0696058,42.3348736,
3022,3302514185,,walk,,,,,,,,-83.0704756,42.3361865,
3023,3302514186,,walk,,,,,,,,-83.070049,42.3354395,
3024,3302514188,,walk,,,,,,,,-83.0711676,42.3355285,
3025,3302514189,,walk,,,,,,,,-83.0702689,42.3358083,
3026,3303989962,,walk,,,,,,,,-83.0762518,42.3365684,
3027,3310775146,,walk,,,,,,,,-83.0563571,42.3491935,
3028,3310775147,,walk,,,,,,,,-83.0562505,42.3490337,
3029,3310775148,,walk,,,,,,,,-83.0558901,42.3485234,
3030,3310775149,,walk,,,,,,,,-83.0562576,42.3490449,
3031,3310775150,,walk,,,,,,,,-83.0564912,42.3489629,
3032,3310775151,,walk,,,,,,,,-83.0578112,42.3484822,
3033,3310775152,,walk,,,,,,,,-83.0578864,42.3483909,
3034,3310775154,,walk,,,,,,,,-83.0581872,42.3482123,
3035,3310776072,,walk,,,,,,,,-83.0578476,42.3477036,
3036,3310776073,,walk,,,,,,,,-83.0576548,42.3474202,
3037,3310776075,,walk,,,,,,,,-83.0571635,42.3466638,
3038,3310776076,,walk,,,,,,,,-83.0579897,42.347224,
3039,3310776077,,walk,,,,,,,,-83.0576224,42.3473709,
3040,3310776078,,walk,,,,,,,,-83.0581693,42.3474887,
3041,3310776081,,walk,,,,,,,,-83.059394,42.3469531,
3042,3310776082,,walk,,,,,,,,-83.0609766,42.346282,
3043,3310776089,,walk,,,,,,,,-83.051975,42.3389453,
3044,3310776090,,walk,,,,,,,,-83.0510082,42.3393619,
3045,3310776091,,walk,,,,,,,,-83.0523202,42.3388106,
3046,3310776092,,walk,,,,,,,,-83.0520473,42.339061,
3047,3310776093,,walk,,,,,,,,-83.0524041,42.3389256,
3048,3310776094,,walk,,,,,,,,-83.0527611,42.3394689,
3049,3310776095,,walk,,,,,,,,-83.0658838,42.3375613,
3050,3310776096,,walk,,,,,,,,-83.0651889,42.3377811,
3051,3310776097,,walk,,,,,,,,-83.0650604,42.3378216,
3052,3310776098,,walk,,,,,,,,-83.0642225,42.3384233,
3053,3310776099,,walk,,,,,,,,-83.062954,42.3379066,
3054,3310776100,,walk,,,,,,,,-83.0644466,42.3385153,
3055,3310776101,,walk,,,,,,,,-83.0651558,42.3387979,
3056,3310776102,,walk,,,,,,,,-83.065249,42.338838,
3057,3310776103,,walk,,,,,,,,-83.0660066,42.3391547,
3058,3310776104,,walk,,,,,,,,-83.0661002,42.339178,
3059,3310776108,,walk,,,,,,,,-83.0658517,42.3394371,
3060,3310776109,,walk,,,,,,,,-83.0655982,42.3394358,
3061,3310776110,,walk,,,,,,,,-83.0657342,42.339684,
3062,3310776111,,walk,,,,,,,,-83.064989,42.3396316,
3063,3310776113,,walk,,,,,,,,-83.0648775,42.3396678,
3064,3310776114,,walk,,,,,,,,-83.0639547,42.3399596,
3065,3310776115,,walk,,,,,,,,-83.063816,42.3400112,
3066,3310776116,,walk,,,,,,,,-83.0630592,42.3402431,
3067,3310776117,,walk,,,,,,,,-83.0631885,42.3404741,
3068,3310776118,,walk,,,,,,,,-83.0628617,42.3403397,
3069,3310776119,,walk,,,,,,,,-83.0629793,42.3405395,
3070,3310776121,,walk,,,,,,,,-83.0609833,42.3411547,
3071,3310776122,,walk,,,,,,,,-83.060852,42.340967,
3072,3310776123,,walk,,,,,,,,-83.0600602,42.3412006,
3073,3310776124,,walk,,,,,,,,-83.0614071,42.3407752,
3074,3310776125,,walk,,,,,,,,-83.059403,42.3400471,
3075,3310776126,,walk,,,,,,,,-83.0607404,42.3396307,
3076,3310776130,,walk,,,,,,,,-83.0609485,42.3395714,
3077,3310776136,,walk,,,,,,,,-83.0592147,42.3401143,
3078,3310776138,,walk,,,,,,,,-83.0579497,42.3405125,
3079,3310776139,,walk,,,,,,,,-83.0578592,42.3403477,
3080,3310776141,,walk,,,,,,,,-83.0571574,42.3391126,
3081,3310776142,,walk,,,,,,,,-83.0570899,42.3389932,
3082,3310776145,,walk,,,,,,,,-83.056733,42.3383542,
3083,3310776146,,walk,,,,,,,,-83.0564898,42.3379328,
3084,3310776147,,walk,,,,,,,,-83.0564077,42.337792,
3085,3310776149,,walk,,,,,,,,-83.0559912,42.3370248,
3086,3310776150,,walk,,,,,,,,-83.0559252,42.3369157,
3087,3310776151,,walk,,,,,,,,-83.05538,42.3359943,
3088,3310776152,,walk,,,,,,,,-83.0551909,42.3360808,
3089,3310776153,,walk,,,,,,,,-83.055324,42.3358586,
3090,3310776155,,walk,,,,,,,,-83.0549918,42.3353151,
3091,3310948750,,walk,,,,,,,,-83.045127,42.3348568,
3092,3310948751,,walk,,,,,,,,-83.0445417,42.3356591,
3093,3310948752,,walk,,,,,,,,-83.044461,42.3357841,
3094,3310948753,,walk,,,,,,,,-83.0445236,42.3358512,
3095,3310948754,,walk,,,,,,,,-83.0446342,42.3359917,
3096,3310948755,,walk,,,,,,,,-83.0447031,42.3360776,
3097,3310948756,,walk,,,,,,,,-83.0446587,42.3361314,
3098,3310948758,,walk,,,,,,,,-83.0439902,42.3369988,
3099,3310948759,,walk,,,,,,,,-83.0430339,42.3382304,
3100,3310948760,,walk,,,,,,,,-83.0428467,42.3384886,
3101,3310948764,,walk,,,,,,,,-83.0402132,42.3419191,
3102,3310948765,,walk,,,,,,,,-83.0400866,42.342061,
3103,3310986557,,walk,,,,,,,,-83.0773624,42.3499664,
3104,3310986558,,walk,,,,,,,,-83.07678,42.3489376,
3105,3310986559,,walk,,,,,,,,-83.0765445,42.3485241,
3106,3310986560,,walk,,,,,,,,-83.0763008,42.3481192,
3107,3310987261,,walk,,,,,,,,-83.0758661,42.347363,
3108,3310987262,,walk,,,,,,,,-83.0754323,42.3466216,
3109,3310987263,,walk,,,,,,,,-83.0748785,42.34567,
3110,3310987265,,walk,,,,,,,,-83.0741408,42.3443648,
3111,3310987266,,walk,,,,,,,,-83.0731836,42.3427069,
3112,3310987267,,walk,,,,,,,,-83.0729299,42.3422464,
3113,3310987268,,walk,,,,,,,,-83.0723696,42.3420075,
3114,3310987269,,walk,,,,,,,,-83.0721261,42.3419093,
3115,3310987270,,walk,,,,,,,,-83.0713111,42.341587,
3116,3310987271,,walk,,,,,,,,-83.0704344,42.3412385,
3117,3310987273,,walk,,,,,,,,-83.06814,42.3402956,
3118,3310987274,,walk,,,,,,,,-83.0671455,42.3399031,
3119,3310987275,,walk,,,,,,,,-83.0666806,42.3396947,
3120,3310987281,,walk,,,,,,,,-83.0628702,42.3381586,
3121,3310987282,,walk,,,,,,,,-83.0615867,42.3376402,
3122,3310987283,,walk,,,,,,,,-83.0597381,42.3368831,
3123,3310987284,,walk,,,,,,,,-83.0586978,42.3364567,
3124,3310987285,,walk,,,,,,,,-83.0580323,42.3361839,
3125,3310987287,,walk,,,,,,,,-83.0564356,42.3355293,
3126,3310987289,,walk,,,,,,,,-83.0553289,42.3350836,
3127,3310987291,,walk,,,,,,,,-83.0545881,42.3347944,
3128,3310987294,,walk,,,,,,,,-83.0543297,42.334678,
3129,3310987295,,walk,,,,,,,,-83.0542531,42.3346286,
3130,3310987296,,walk,,,,,,,,-83.0541529,42.3345713,
3131,3310987297,,walk,,,,,,,,-83.0541388,42.3345296,
3132,3310987298,,walk,,,,,,,,-83.0541448,42.3344405,
3133,3310987299,,walk,,,,,,,,-83.0541495,42.334372,
3134,3310987300,,walk,,,,,,,,-83.0535042,42.3340982,
3135,3310987301,,walk,,,,,,,,-83.0533484,42.3340269,
3136,3310987302,,walk,,,,,,,,-83.0524335,42.3336491,
3137,3310987304,,walk,,,,,,,,-83.0523377,42.3336031,
3138,3310987305,,walk,,,,,,,,-83.0523014,42.3336027,
3139,3310987306,,walk,,,,,,,,-83.0513126,42.3336074,
3140,3310987307,,walk,,,,,,,,-83.0731399,42.3423202,
3141,3310987308,,walk,,,,,,,,-83.0735097,42.3424636,
3142,3310987310,,walk,,,,,,,,-83.0750019,42.3430706,
3143,3310987312,,walk,,,,,,,,-83.0768902,42.3438399,
3144,3310987314,,walk,,,,,,,,-83.078578,42.3445128,
3145,3310987315,,walk,,,,,,,,-83.0797278,42.3449695,
3146,3310987316,,walk,,,,,,,,-83.081372,42.3456407,
3147,3310987318,,walk,,,,,,,,-83.0824093,42.3460532,
3148,3310987321,,walk,,,,,,,,-83.0871466,42.3479673,
3149,3310987322,,walk,,,,,,,,-83.0878476,42.3482653,
3150,3310987325,,walk,,,,,,,,-83.0888817,42.3487896,
3151,3310987326,,walk,,,,,,,,-83.0889733,42.3487415,
3152,3310987327,,walk,,,,,,,,-83.0889993,42.3487448,
3153,3310987328,,walk,,,,,,,,-83.0891603,42.3487936,
3154,3310987331,,walk,,,,,,,,-83.0909762,42.3495238,
3155,3314927447,,walk,,,,,,,,-83.0434057,42.3503999,
