id,x,y,id,old_node_id,id_int
62644928,-83.133542,42.364933,62644928,62644928,1140
62644933,-83.133755,42.364657,62644933,62644933,1141
62644935,-83.135155,42.362749,62644935,62644935,1142
62644942,-83.113746,42.371609,62644942,62644942,1143
62644944,-83.115403,42.374083,62644944,62644944,1144
62644946,-83.115785,42.374653,62644946,62644946,1145
62645337,-83.0817913,42.3551868,62645337,62645337,1146
62645339,-83.0827873,42.3548753,62645339,62645339,1147
62645342,-83.0837513,42.3545738,62645342,62645342,1148
62645353,-83.0863112,42.3537731,62645353,62645353,1149
62645358,-83.087496,42.3534025,62645358,62645358,1150
62645360,-83.0888231,42.3529874,62645360,62645360,1151
62645362,-83.0899934,42.3526214,62645362,62645362,1152
62645365,-83.0910127,42.3523026,62645365,62645365,1153
62645367,-83.0922483,42.3519161,62645367,62645367,1154
62645369,-83.094523,42.351191,62645369,62645369,1155
62645380,-83.107446,42.346786,62645380,62645380,1156
62645386,-83.095061,42.351025,62645386,62645386,1157
62645388,-83.0965107,42.3505726,62645388,62645388,1158
62645412,-83.0683304,42.3589283,62645412,62645412,1159
62646024,-83.0083561,42.3485344,62646024,62646024,1160
62646027,-83.010624,42.351966,62646027,62646027,1161
62646028,-83.011951,42.353974,62646028,62646028,1162
62646033,-83.013347,42.356097,62646033,62646033,1163
62646035,-83.014928,42.358478,62646035,62646035,1164
62646036,-83.01772,42.362705,62646036,62646036,1165
62646038,-83.0184878,42.3638714,62646038,62646038,1166
62646043,-83.01922,42.364987,62646043,62646043,1167
62646049,-83.023791,42.371877,62646049,62646049,1168
62646050,-83.024267,42.372599,62646050,62646050,1169
62646052,-83.025258,42.3741,62646052,62646052,1170
62646064,-83.027206,42.3770951,62646064,62646064,1171
62646067,-83.027938,42.378174,62646067,62646067,1172
62646203,-83.125216,42.294291,62646203,62646203,1173
62646204,-83.1244,42.293153,62646204,62646204,1174
62646225,-83.102184,42.332492,62646225,62646225,1175
62646234,-83.103632,42.336832,62646234,62646234,1176
62646236,-83.104864,42.338529,62646236,62646236,1177
62646241,-83.107773,42.342525,62646241,62646241,1178
62646243,-83.109394,42.344768,62646243,62646243,1179
62646260,-83.111229,42.347289,62646260,62646260,1180
62646792,-83.0834303,42.3865863,62646792,62646792,1181
62646797,-83.0751914,42.3897508,62646797,62646797,1182
62646800,-83.0781703,42.3886382,62646800,62646800,1183
62646817,-83.0810454,42.3873838,62646817,62646817,1184
62647322,-83.097891,42.31234,62647322,62647322,1185
62647323,-83.09987,42.311555,62647323,62647323,1186
62647324,-83.10172,42.31082,62647324,62647324,1187
62647561,-83.115384,42.328528,62647561,62647561,1188
62647565,-83.116614,42.328057,62647565,62647565,1189
62647570,-83.117728,42.327518,62647570,62647570,1190
62647572,-83.119064,42.326982,62647572,62647572,1191
62647573,-83.120322,42.326477,62647573,62647573,1192
62647574,-83.121547,42.325986,62647574,62647574,1193
62647576,-83.1318579,42.3095453,62647576,62647576,1194
62647580,-83.133256,42.311443,62647580,62647580,1195
62647583,-83.134403,42.313032,62647583,62647583,1196
62649111,-83.059266,42.330227,62649111,62649111,1197
62649116,-83.0605144,42.3295038,62649116,62649116,1198
62649118,-83.0617796,42.32896,62649118,62649118,1199
62649120,-83.063069,42.328405,62649120,62649120,1200
62649122,-83.0642533,42.327885,62649122,62649122,1201
62649124,-83.0686987,42.3259641,62649124,62649124,1202
62649126,-83.0688452,42.3258944,62649126,62649126,1203
62649132,-83.0700607,42.3253921,62649132,62649132,1204
62649146,-83.093131,42.316495,62649146,62649146,1205
62649148,-83.09446,42.31596,62649148,62649148,1206
62649153,-83.095623,42.31547,62649153,62649153,1207
62649155,-83.096772,42.314975,62649155,62649155,1208
62649157,-83.097923,42.314479,62649157,62649157,1209
62649159,-83.099074,42.313984,62649159,62649159,1210
62649161,-83.0759832,42.3238674,62649161,62649161,1211
62649164,-83.0748348,42.3239148,62649164,62649164,1212
62649168,-83.0757479,42.3234525,62649168,62649168,1213
62649171,-83.0782885,42.3228269,62649171,62649171,1214
62649176,-83.0805383,42.3222349,62649176,62649176,1215
62649215,-83.0833846,42.3207671,62649215,62649215,1216
62649216,-83.084138,42.320447,62649216,62649216,1217
62649218,-83.0854674,42.3198799,62649218,62649218,1218
62649221,-83.085985,42.3196757,62649221,62649221,1219
62649225,-83.0868273,42.3193474,62649225,62649225,1220
62649227,-83.0880499,42.3188632,62649227,62649227,1221
62649230,-83.0879771,42.3187598,62649230,62649230,1222
62649231,-83.089356,42.318219,62649231,62649231,1223
62649237,-83.099006,42.31389,62649237,62649237,1224
62649239,-83.100987,42.313102,62649239,62649239,1225
62649240,-83.102842,42.312366,62649240,62649240,1226
62649291,-83.0607582,42.3516666,62649291,62649291,1227
62649295,-83.0634077,42.3505465,62649295,62649295,1228
62649297,-83.063529,42.350503,62649297,62649297,1229
62649299,-83.065778,42.349797,62649299,62649299,1230
62649301,-83.068001,42.349094,62649301,62649301,1231
62649307,-83.0678667,42.3488536,62649307,62649307,1232
62649311,-83.0687867,42.3485694,62649311,62649311,1233
62649316,-83.070009,42.3483419,62649316,62649316,1234
62649322,-83.0707764,42.3480962,62649322,62649322,1235
62649324,-83.073775,42.3471419,62649324,62649324,1236
62649325,-83.0743959,42.3469458,62649325,62649325,1237
62649327,-83.0755781,42.3465781,62649327,62649327,1238
62649329,-83.0767918,42.3461963,62649329,62649329,1239
62649330,-83.0780197,42.3458122,62649330,62649330,1240
62652603,-83.0476396,42.3345892,62652603,62652603,1241
62652818,-83.127656,42.336788,62652818,62652818,1242
62652819,-83.128214,42.337547,62652819,62652819,1243
62652821,-83.128777,42.338314,62652821,62652821,1244
62652823,-83.129336,42.33908,62652823,62652823,1245
62652824,-83.129894,42.339848,62652824,62652824,1246
62652825,-83.13047,42.34064,62652825,62652825,1247
62652826,-83.131572,42.342128,62652826,62652826,1248
62652827,-83.132131,42.342893,62652827,62652827,1249
62652828,-83.133539,42.344827,62652828,62652828,1250
62652833,-83.118432,42.323869,62652833,62652833,1251
62652835,-83.119301,42.325071,62652835,62652835,1252
62652837,-83.121346,42.327886,62652837,62652837,1253
62652839,-83.12251,42.329478,62652839,62652839,1254
62652843,-83.123595,42.3311266,62652843,62652843,1255
62652845,-83.1235768,42.3312704,62652845,62652845,1256
62652854,-83.125743,42.334133,62652854,62652854,1257
62652855,-83.126023,42.334513,62652855,62652855,1258
62652856,-83.126291,42.334888,62652856,62652856,1259
62652857,-83.126807,42.335616,62652857,62652857,1260
62652858,-83.1271,42.33602,62652858,62652858,1261
62653047,-83.0663127,42.3396157,62653047,62653047,1262
62653053,-83.0657498,42.3394631,62653053,62653053,1263
62653589,-83.0339948,42.3487895,62653589,62653589,1264
62653591,-83.0339474,42.3486623,62653591,62653591,1265
62653612,-83.0342539,42.3455608,62653612,62653612,1266
62653614,-83.033808,42.344875,62653614,62653614,1267
62653615,-83.032867,42.343451,62653615,62653615,1268
62653619,-83.0324612,42.3428401,62653619,62653619,1269
62653621,-83.031997,42.342135,62653621,62653621,1270
62653623,-83.030051,42.339183,62653623,62653623,1271
62653625,-83.029957,42.339041,62653625,62653625,1272
62653627,-83.028496,42.336831,62653627,62653627,1273
62653629,-83.028402,42.336689,62653629,62653629,1274
62653634,-83.02823,42.336763,62653634,62653634,1275
62653636,-83.028322,42.336906,62653636,62653636,1276
62653637,-83.029046,42.338022,62653637,62653637,1277
62653638,-83.029771,42.339121,62653638,62653638,1278
62653639,-83.029865,42.339263,62653639,62653639,1279
62653640,-83.031809,42.342204,62653640,62653640,1280
62653642,-83.0320376,42.3425724,62653642,62653642,1281
62653648,-83.032684,42.34353,62653648,62653648,1282
62653650,-83.033624,42.344954,62653650,62653650,1283
62653652,-83.0340936,42.3456191,62653652,62653652,1284
62653654,-83.034178,42.345759,62653654,62653654,1285
62653666,-83.033894,42.34749,62653666,62653666,1286
62653673,-83.033724,42.3486699,62653673,62653673,1287
62653716,-83.019485,42.366586,62653716,62653716,1288
62653718,-83.018822,42.366813,62653718,62653718,1289
62653720,-83.017824,42.367164,62653720,62653720,1290
62653723,-83.016873,42.367512,62653723,62653723,1291
62653724,-83.016206,42.367749,62653724,62653724,1292
62653726,-83.011087,42.369632,62653726,62653726,1293
62653735,-83.009902,42.370073,62653735,62653735,1294
62654314,-83.0119028,42.3623718,62654314,62654314,1295
62654315,-83.0103421,42.3629286,62654315,62654315,1296
62654316,-83.0092557,42.3633221,62654316,62654316,1297
62654333,-83.002732,42.365785,62654333,62654333,1298
62654393,-83.126144,42.363556,62654393,62654393,1299
62655400,-83.018468,42.380802,62655400,62655400,1300
62655615,-83.015684,42.362066,62655615,62655615,1301
62655618,-83.028783,42.356805,62655618,62655618,1302
62655620,-83.02647,42.357804,62655620,62655620,1303
62655622,-83.02337,42.359139,62655622,62655622,1304
62655630,-83.0125474,42.3632359,62655630,62655630,1305
62655633,-83.01241,42.363291,62655633,62655633,1306
62655636,-83.0109258,42.3638275,62655636,62655636,1307
62656157,-83.123044,42.344518,62656157,62656157,1308
62656159,-83.124299,42.346302,62656159,62656159,1309
62656161,-83.125642,42.348199,62656161,62656161,1310
62656164,-83.128247,42.351928,62656164,62656164,1311
62656166,-83.128722,42.352621,62656166,62656166,1312
62656167,-83.129279,42.353406,62656167,62656167,1313
62656169,-83.12986,42.354224,62656169,62656169,1314
62656170,-83.130435,42.355031,62656170,62656170,1315
62656171,-83.131016,42.35585,62656171,62656171,1316
62656173,-83.131562,42.35662,62656173,62656173,1317
62656178,-83.133159,42.35887,62656178,62656178,1318
62656186,-83.133673,42.359593,62656186,62656186,1319
62656192,-83.134184,42.360311,62656192,62656192,1320
62656217,-83.134755,42.361116,62656217,62656217,1321
62656402,-83.118434,42.303844,62656402,62656402,1322
62656419,-83.120507,42.307316,62656419,62656419,1323
62656421,-83.1209747,42.3079646,62656421,62656421,1324
62656424,-83.12144,42.308617,62656424,62656424,1325
62656425,-83.121905,42.309264,62656425,62656425,1326
62656426,-83.1224,42.309958,62656426,62656426,1327
62656648,-83.0740901,42.3715353,62656648,62656648,1328
62656651,-83.0771689,42.370431,62656651,62656651,1329
62656654,-83.0801146,42.3693155,62656654,62656654,1330
62656657,-83.082329,42.368487,62656657,62656657,1331
62657480,-83.0213362,42.3363108,62657480,62657480,1332
62657485,-83.0184439,42.3375465,62657485,62657485,1333
62657500,-83.0165822,42.3383544,62657500,62657500,1334
62657506,-83.0147704,42.3391379,62657506,62657506,1335
62657507,-83.0130884,42.3398606,62657507,62657507,1336
62657510,-83.0121779,42.3402475,62657510,62657510,1337
62657513,-83.0117339,42.340335,62657513,62657513,1338
62657701,-83.113011,42.291707,62657701,62657701,1339
62657705,-83.073269,42.357873,62657705,62657705,1340
62657712,-83.073678,42.358656,62657712,62657712,1341
62657717,-83.073891,42.359421,62657717,62657717,1342
62657730,-83.0722404,42.3607284,62657730,62657730,1343
62657733,-83.069737,42.361384,62657733,62657733,1344
62657748,-83.0735383,42.3589621,62657748,62657748,1345
62657763,-83.0722939,42.3605539,62657763,62657763,1346
62657765,-83.071935,42.360658,62657765,62657765,1347
62657767,-83.071428,42.360819,62657767,62657767,1348
62657769,-83.0702255,42.3611909,62657769,62657769,1349
62657833,-83.065886,42.384101,62657833,62657833,1350
62657836,-83.064974,42.384441,62657836,62657836,1351
62657845,-83.0790194,42.3787944,62657845,62657845,1352
62657846,-83.0768393,42.3796074,62657846,62657846,1353
62657847,-83.0743865,42.380522,62657847,62657847,1354
62657849,-83.07322,42.380957,62657849,62657849,1355
62657852,-83.07009,42.382122,62657852,62657852,1356
62657853,-83.067864,42.382948,62657853,62657853,1357
62657857,-83.068068,42.383256,62657857,62657857,1358
62657859,-83.06696,42.383659,62657859,62657859,1359
62658032,-83.074111,42.3644178,62658032,62658032,1360
62658157,-83.040728,42.361825,62658157,62658157,1361
62658160,-83.03871,42.362559,62658160,62658160,1362
62658164,-83.036675,42.363299,62658164,62658164,1363
62658165,-83.035705,42.363652,62658165,62658165,1364
62658169,-83.033774,42.364353,62658169,62658169,1365
62658170,-83.032131,42.364951,62658170,62658170,1366
62658173,-83.030971,42.365371,62658173,62658173,1367
62658175,-83.028177,42.366388,62658175,62658175,1368
62658177,-83.026775,42.366897,62658177,62658177,1369
62658178,-83.024327,42.367786,62658178,62658178,1370
62658184,-83.023883,42.367949,62658184,62658184,1371
62658187,-83.0230235,42.3682629,62658187,62658187,1372
62658205,-83.060063,42.354629,62658205,62658205,1373
62658275,-83.0979843,42.330278,62658275,62658275,1374
62658285,-83.098536,42.331264,62658285,62658285,1375
62658293,-83.098481,42.331411,62658293,62658293,1376
62658298,-83.0984507,42.3315986,62658298,62658298,1377
62658302,-83.0995462,42.3331548,62658302,62658302,1378
62658305,-83.0997286,42.3334514,62658305,62658305,1379
62658463,-83.0875625,42.3157417,62658463,62658463,1380
62658465,-83.0877135,42.3159143,62658465,62658465,1381
62658468,-83.091276,42.320906,62658468,62658468,1382
62658469,-83.091924,42.321815,62658469,62658469,1383
62658474,-83.0941161,42.324905,62658474,62658474,1384
62658502,-83.08686,42.31472,62658502,62658502,1385
62658694,-83.080208,42.331346,62658694,62658694,1386
62658700,-83.0742032,42.3207224,62658700,62658700,1387
62658702,-83.0747468,42.3216873,62658702,62658702,1388
62658704,-83.0770331,42.3257432,62658704,62658704,1389
62658705,-83.0777888,42.3270944,62658705,62658705,1390
62658722,-83.0815393,42.3333517,62658722,62658722,1391
62658724,-83.0825172,42.3350833,62658724,62658724,1392
62658726,-83.0833896,42.3365913,62658726,62658726,1393
62658728,-83.0842117,42.3380516,62658728,62658728,1394
62658770,-83.080397,42.331345,62658770,62658770,1395
62658772,-83.0806591,42.3318079,62658772,62658772,1396
62658777,-83.0842901,42.3381741,62658777,62658777,1397
62658778,-83.0851416,42.3395944,62658778,62658778,1398
62658780,-83.0860042,42.3411008,62658780,62658780,1399
62658781,-83.0868663,42.3426064,62658781,62658781,1400
62658784,-83.0877281,42.3441113,62658784,62658784,1401
62658786,-83.0885952,42.3456256,62658786,62658786,1402
62658787,-83.0901999,42.3484278,62658787,62658787,1403
62658832,-83.043977,42.378743,62658832,62658832,1404
62658841,-83.043878,42.378425,62658841,62658841,1405
62658850,-83.0461606,42.3775308,62658850,62658850,1406
62658860,-83.0464334,42.3778807,62658860,62658860,1407
62658864,-83.047913,42.377351,62658864,62658864,1408
62658908,-83.0494776,42.3759761,62658908,62658908,1409
62658912,-83.051555,42.37522,62658912,62658912,1410
62658916,-83.0451025,42.3756899,62658916,62658916,1411
62660233,-83.08874,42.364583,62660233,62660233,1412
62660234,-83.090364,42.36698,62660234,62660234,1413
62660238,-83.090877,42.367736,62660238,62660238,1414
62660242,-83.0909247,42.368785,62660242,62660242,1415
62660243,-83.091378,42.3695801,62660243,62660243,1416
62660251,-83.0915317,42.3696486,62660251,62660251,1417
62660264,-83.09212,42.370797,62660264,62660264,1418
62660269,-83.092722,42.371699,62660269,62660269,1419
62660270,-83.093176,42.372375,62660270,62660270,1420
62660271,-83.093605,42.373013,62660271,62660271,1421
62660273,-83.094462,42.37429,62660273,62660273,1422
62660275,-83.094927,42.374987,62660275,62660275,1423
62660277,-83.095497,42.375836,62660277,62660277,1424
62660279,-83.09604,42.376652,62660279,62660279,1425
62660282,-83.096566,42.377435,62660282,62660282,1426
62660284,-83.097157,42.378312,62660284,62660284,1427
62660287,-83.097747,42.379177,62660287,62660287,1428
62660289,-83.098336,42.38004,62660289,62660289,1429
62660290,-83.098917,42.380889,62660290,62660290,1430
62660294,-83.099037,42.381064,62660294,62660294,1431
62660296,-83.0997003,42.382064,62660296,62660296,1432
62660299,-83.0998186,42.3822351,62660299,62660299,1433
62660307,-83.101019,42.383954,62660307,62660307,1434
62660313,-83.10161,42.384829,62660313,62660313,1435
62660316,-83.102141,42.385621,62660316,62660316,1436
62660323,-83.1028278,42.3866596,62660323,62660323,1437
62660329,-83.103352,42.387395,62660329,62660329,1438
62660731,-83.098838,42.306848,62660731,62660731,1439
62660735,-83.099056,42.30715,62660735,62660735,1440
62660737,-83.100547,42.309209,62660737,62660737,1441
62660741,-83.101048,42.309861,62660741,62660741,1442
62660743,-83.101184,42.310067,62660743,62660743,1443
62660748,-83.102281,42.311593,62660748,62660748,1444
62660750,-83.102449,42.311823,62660750,62660750,1445
62660752,-83.103402,42.313138,62660752,62660752,1446
62660753,-83.103732,42.313594,62660753,62660753,1447
62660756,-83.103964,42.313911,62660756,62660756,1448
62660758,-83.104526,42.314685,62660758,62660758,1449
62660760,-83.105079,42.315446,62660760,62660760,1450
62660762,-83.105663,42.316251,62660762,62660762,1451
62660764,-83.106243,42.317055,62660764,62660764,1452
62660766,-83.106778,42.317795,62660766,62660766,1453
62660767,-83.107353,42.318593,62660767,62660767,1454
62660774,-83.1079,42.319382,62660774,62660774,1455
62660775,-83.109006,42.320984,62660775,62660775,1456
62660904,-83.03304,42.345892,62660904,62660904,1457
62660906,-83.033146,42.346027,62660906,62660906,1458
62661228,-83.126061,42.388954,62661228,62661228,1459
62661231,-83.1294748,42.3876785,62661231,62661231,1460
62661233,-83.132098,42.386668,62661233,62661233,1461
62661235,-83.133971,42.385962,62661235,62661235,1462
62662127,-83.038968,42.359172,62662127,62662127,1463
62662129,-83.036953,42.359906,62662129,62662129,1464
62662131,-83.034918,42.360647,62662131,62662131,1465
62662133,-83.033949,42.361002,62662133,62662133,1466
62662136,-83.032021,42.361702,62662136,62662136,1467
62662139,-83.030378,42.362301,62662139,62662139,1468
62662641,-83.039614,42.341486,62662641,62662641,1469
62662648,-83.037939,42.342359,62662648,62662648,1470
62662824,-83.111915,42.294061,62662824,62662824,1471
62663138,-83.1173037,42.2975701,62663138,62663138,1472
62663481,-83.0123909,42.340555,62663481,62663481,1473
62663484,-83.0120249,42.3407106,62663484,62663484,1474
62663594,-83.0800849,42.380377,62663594,62663594,1475
62663601,-83.0831126,42.3792675,62663601,62663601,1476
62663606,-83.086098,42.3781735,62663606,62663606,1477
62663608,-83.088214,42.377398,62663608,62663608,1478
62663997,-83.130835,42.326761,62663997,62663997,1479
62663999,-83.133702,42.325621,62663999,62663999,1480
62664011,-83.125862,42.328856,62664011,62664011,1481
62666097,-83.0399828,42.3400827,62666097,62666097,1482
62666791,-83.096529,42.330893,62666791,62666791,1483
62667987,-83.0382203,42.3769438,62667987,62667987,1484
62668002,-83.038978,42.376673,62668002,62668002,1485
62668081,-83.135223,42.351284,62668081,62668081,1486
62668090,-83.138297,42.350093,62668090,62668090,1487
62668863,-83.0632834,42.3740779,62668863,62668863,1488
62668868,-83.064324,42.375599,62668868,62668868,1489
62668872,-83.065477,42.377314,62668872,62668872,1490
62668873,-83.066347,42.378612,62668873,62668873,1491
62669204,-83.11888,42.3458435,62669204,62669204,1492
62669206,-83.120023,42.347453,62669206,62669206,1493
62669208,-83.1203021,42.3478501,62669208,62669208,1494
62669211,-83.121155,42.349045,62669211,62669211,1495
62669213,-83.12165,42.34975,62669213,62669213,1496
62669215,-83.123124,42.351838,62669215,62669215,1497
62669509,-83.113989,42.293121,62669509,62669509,1498
62669511,-83.115102,42.292631,62669511,62669511,1499
62669515,-83.116182,42.292161,62669515,62669515,1500
62669659,-83.0456924,42.332999,62669659,62669659,1501
62669661,-83.0447554,42.333978,62669661,62669661,1502
62669663,-83.043703,42.3344133,62669663,62669663,1503
62669664,-83.042573,42.334906,62669664,62669664,1504
62669667,-83.0409694,42.3355902,62669667,62669667,1505
62669670,-83.0389399,42.3364683,62669670,62669670,1506
62669676,-83.0380128,42.3368649,62669676,62669676,1507
62669753,-83.012741,42.3476595,62669753,62669753,1508
62670695,-83.122059,42.368483,62670695,62670695,1509
62670701,-83.123768,42.370973,62670701,62670701,1510
62670703,-83.124225,42.37165,62670703,62670703,1511
62670705,-83.125275,42.373196,62670705,62670705,1512
62670707,-83.126685,42.375288,62670707,62670707,1513
62670708,-83.127139,42.375959,62670708,62670708,1514
62670710,-83.127594,42.376633,62670710,62670710,1515
62670713,-83.128036,42.377306,62670713,62670713,1516
62670716,-83.128485,42.377979,62670716,62670716,1517
62670718,-83.128936,42.378651,62670718,62670718,1518
62670720,-83.12939,42.379325,62670720,62670720,1519
62670722,-83.129833,42.379984,62670722,62670722,1520
62670723,-83.130277,42.38064,62670723,62670723,1521
62670724,-83.130719,42.381296,62670724,62670724,1522
62670730,-83.131728,42.3826171,62670730,62670730,1523
62670731,-83.132302,42.383478,62670731,62670731,1524
62670733,-83.132894,42.38436,62670733,62670733,1525
62670736,-83.13345,42.385186,62670736,62670736,1526
62670738,-83.134476,42.386714,62670738,62670738,1527
62670752,-83.121713,42.365645,62670752,62670752,1528
62670763,-83.1212,42.366404,62670763,62670763,1529
62670770,-83.122498,42.368318,62670770,62670770,1530
62670822,-83.076006,42.374087,62670822,62670822,1531
62670825,-83.078912,42.373026,62670825,62670825,1532
62670836,-83.079778,42.372649,62670836,62670836,1533
62670838,-83.0818912,42.3719368,62670838,62670838,1534
62670846,-83.093688,42.368252,62670846,62670846,1535
62670848,-83.093877,42.368184,62670848,62670848,1536
62670851,-83.097489,42.366849,62670851,62670851,1537
62671485,-83.110475,42.348001,62671485,62671485,1538
62671487,-83.112211,42.347971,62671487,62671487,1539
62671489,-83.114313,42.347929,62671489,62671489,1540
62671491,-83.115359,42.34791,62671491,62671491,1541
62671492,-83.116403,42.347889,62671492,62671492,1542
62671493,-83.117667,42.347865,62671493,62671493,1543
62671496,-83.117844,42.347861,62671496,62671496,1544
62671498,-83.118977,42.34784,62671498,62671498,1545
62671500,-83.120038,42.347818,62671500,62671500,1546
62671503,-83.121296,42.347474,62671503,62671503,1547
62671505,-83.122289,42.347088,62671505,62671505,1548
62671510,-83.1232828,42.3466981,62671510,62671510,1549
62671513,-83.125435,42.345857,62671513,62671513,1550
62671700,-83.120502,42.344564,62671700,62671700,1551
62671702,-83.123627,42.348982,62671702,62671702,1552
62671706,-83.125659,42.351882,62671706,62671706,1553
62671709,-83.126159,42.352596,62671709,62671709,1554
62671710,-83.12672,42.353385,62671710,62671710,1555
62671712,-83.127285,42.354181,62671712,62671712,1556
62671715,-83.127855,42.354987,62671715,62671715,1557
62671717,-83.128431,42.355795,62671717,62671717,1558
62671721,-83.129008,42.356609,62671721,62671721,1559
62671724,-83.129558,42.357382,62671724,62671724,1560
62671725,-83.131152,42.359627,62671725,62671725,1561
62671727,-83.131665,42.360348,62671727,62671727,1562
62671728,-83.132179,42.361073,62671728,62671728,1563
62671733,-83.132766,42.361908,62671733,62671733,1564
62671771,-83.133084,42.361904,62671771,62671771,1565
62671773,-83.134122,42.362332,62671773,62671773,1566
62671776,-83.136187,42.363165,62671776,62671776,1567
62671895,-83.12112,42.3163927,62671895,62671895,1568
62671898,-83.121411,42.31623,62671898,62671898,1569
62671900,-83.123457,42.315404,62671900,62671900,1570
62671902,-83.124428,42.315007,62671902,62671902,1571
62671905,-83.125664,42.314504,62671905,62671905,1572
62671906,-83.12689,42.314005,62671906,62671906,1573
62671907,-83.127868,42.313606,62671907,62671907,1574
62671909,-83.128825,42.31322,62671909,62671909,1575
62671912,-83.1297764,42.3128301,62671912,62671912,1576
62671915,-83.130666,42.312477,62671915,62671915,1577
62671919,-83.131535,42.312136,62671919,62671919,1578
62671921,-83.132398,42.311792,62671921,62671921,1579
62671923,-83.13411,42.311096,62671923,62671923,1580
62671925,-83.134968,42.310746,62671925,62671925,1581
62672087,-83.01159,42.3418605,62672087,62672087,1582
62672298,-83.045069,42.32648,62672298,62672298,1583
62672302,-83.0459646,42.3259723,62672302,62672302,1584
62672318,-83.052244,42.3248171,62672318,62672318,1585
62672340,-83.0346964,42.3301094,62672340,62672340,1586
62672347,-83.0327174,42.3310506,62672347,62672347,1587
62672354,-83.0275415,42.332855,62672354,62672354,1588
62672358,-83.0226957,42.3345655,62672358,62672358,1589
62672362,-83.0206313,42.335237,62672362,62672362,1590
62672369,-83.0177215,42.3364629,62672369,62672369,1591
62672679,-83.0845843,42.3247053,62672679,62672679,1592
62672681,-83.0840428,42.3235581,62672681,62672681,1593
62672715,-83.088562,42.330729,62672715,62672715,1594
62672719,-83.089049,42.331449,62672719,62672719,1595
62672970,-83.0710448,42.3217016,62672970,62672970,1596
62672972,-83.0715944,42.3226448,62672972,62672972,1597
62672991,-83.0738603,42.326692,62672991,62672991,1598
62672994,-83.0746716,42.32814,62672994,62672994,1599
62672998,-83.075493,42.329576,62672998,62672998,1600
62673002,-83.0768663,42.3320331,62673002,62673002,1601
62673009,-83.0773987,42.3329602,62673009,62673009,1602
62673011,-83.0774784,42.3331227,62673011,62673011,1603
62673013,-83.0787774,42.3353682,62673013,62673013,1604
62673014,-83.0792083,42.3361207,62673014,62673014,1605
62673016,-83.080072,42.3376292,62673016,62673016,1606
62673017,-83.0809433,42.3391509,62673017,62673017,1607
62673018,-83.0810146,42.3392968,62673018,62673018,1608
62673020,-83.0817964,42.3406409,62673020,62673020,1609
62673023,-83.082659,42.3421473,62673023,62673023,1610
62673025,-83.0835211,42.3436528,62673025,62673025,1611
62673027,-83.0843829,42.3451577,62673027,62673027,1612
62673031,-83.0852488,42.34667,62673031,62673031,1613
62673033,-83.0855292,42.3471596,62673033,62673033,1614
62673035,-83.0856517,42.3473735,62673035,62673035,1615
62673037,-83.0868515,42.3495447,62673037,62673037,1616
62673039,-83.0874686,42.3506224,62673039,62673039,1617
62673041,-83.0880707,42.3516737,62673041,62673041,1618
62673064,-83.08921,42.353699,62673064,62673064,1619
62673065,-83.08952,42.354253,62673065,62673065,1620
62673067,-83.090229,42.355523,62673067,62673067,1621
62673069,-83.090939,42.356791,62673069,62673069,1622
62673071,-83.091649,42.358059,62673071,62673071,1623
62673075,-83.092511,42.359419,62673075,62673075,1624
62673077,-83.093076,42.36024,62673077,62673077,1625
62673080,-83.0937127,42.3611757,62673080,62673080,1626
62673084,-83.0944231,42.3622241,62673084,62673084,1627
62673086,-83.0945027,42.3623289,62673086,62673086,1628
62673088,-83.0946,42.362447,62673088,62673088,1629
62673089,-83.095354,42.363598,62673089,62673089,1630
62673091,-83.096151,42.364816,62673091,62673091,1631
62673092,-83.096933,42.365999,62673092,62673092,1632
62673094,-83.097739,42.367231,62673094,62673094,1633
62673096,-83.098044,42.367696,62673096,62673096,1634
62673099,-83.098492,42.36838,62673099,62673099,1635
62673101,-83.0986,42.368544,62673101,62673101,1636
62673103,-83.099143,42.369372,62673103,62673103,1637
62673104,-83.099684,42.370196,62673104,62673104,1638
62673105,-83.100226,42.371021,62673105,62673105,1639
62673110,-83.10076,42.371845,62673110,62673110,1640
62673112,-83.101315,42.372715,62673112,62673112,1641
62673114,-83.101835,42.373515,62673114,62673114,1642
62673116,-83.102374,42.374334,62673116,62673116,1643
62673120,-83.10289,42.375122,62673120,62673120,1644
62673121,-83.1034543,42.3759996,62673121,62673121,1645
62673122,-83.10404,42.376872,62673122,62673122,1646
62673124,-83.104612,42.377743,62673124,62673124,1647
62673125,-83.105172,42.378598,62673125,62673125,1648
62673126,-83.105288,42.378775,62673126,62673126,1649
62673129,-83.105951,42.37978,62673129,62673129,1650
62673131,-83.106067,42.379959,62673131,62673131,1651
62673133,-83.106946,42.381297,62673133,62673133,1652
62673136,-83.107204,42.381683,62673136,62673136,1653
62673138,-83.107742,42.382509,62673138,62673138,1654
62673149,-83.107771,42.383498,62673149,62673149,1655
62673161,-83.1078705,42.3844801,62673161,62673161,1656
62673164,-83.1084312,42.3852663,62673164,62673164,1657
62673166,-83.109029,42.386124,62673166,62673166,1658
62673168,-83.109604,42.386946,62673168,62673168,1659
62674208,-83.071311,42.354423,62674208,62674208,1660
62674211,-83.071407,42.354592,62674211,62674211,1661
62674227,-83.071077,42.354497,62674227,62674227,1662
62674230,-83.071173,42.354666,62674230,62674230,1663
62674236,-83.0722818,42.3566493,62674236,62674236,1664
